BLAST file	A0A0H2X2I1:97-229 	A0A2S6Z8U1:1-142 
TIR-proteins.versus.WHRI_5734_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5735_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5736_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5737_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5740_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5741_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5742_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5743_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_5744_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5745_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5746_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5771_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5772_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5773_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5778_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5779_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5780_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5783_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5784_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5789_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5791_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5792_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5796_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5800_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5802_Race_1.contig.tblastn	1	1
TIR-proteins.versus.WHRI_5804_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5806_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5808_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5811A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5814_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5816_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5819_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_5821_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6018A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6019A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6019C_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6020A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6022A_Race_1.contig.tblastn	1	1
TIR-proteins.versus.WHRI_6023A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6024A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6044_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6045_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6046_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6047_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6048_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6049_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6050_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6051_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6052_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6053_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6054_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6055_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6056_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6057_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6058_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6059_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6061_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6062_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6063_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6065_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6066_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6067_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6068_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6069_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6070_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6071_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6072_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6073_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6074_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6075_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6076_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6077_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6081_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6082_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6083_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6084_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6085_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6086_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6087_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6089_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6090_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6180_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6181Rx_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6181_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6182_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6183_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6184_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6185_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6186_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6187_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6188_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6189_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6191_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6192_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6194_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6195Rx_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6196_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6198_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6290_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_6309A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6312A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6366_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6367_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6368_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6369_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6381_NCPPB_529_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6382_NCPPB_1711_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6413_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_6414_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7071_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7072_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7073_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7074_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7260_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7264_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7273_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7275_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7277_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7279_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_7281_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8401_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8403_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8405_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8409_Race_1.contig.tblastn	1	0
TIR-proteins.versus.WHRI_8414A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8416A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8420A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8423A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8429A_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8436_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8441A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8446_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8447A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8448A_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8450A_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8455A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8458A_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8462A_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8463B_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8469_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8497_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8500_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8539_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8541_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8544_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8572_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8578_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8596_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8618_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8622_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8629_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8646_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8648_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8650_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8653_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8662_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8668_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8688_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8709_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8713_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8721_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8730_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8733_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8737_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8746_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8758_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8759_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8763_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8779_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8788_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8807_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8808_Race_6.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8816_Race_9_question.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8819_Race_3.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8856_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8857_Race_1.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8868_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8877_Race_4_question.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8879_Race_9.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8883_Race_6_question.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8891A_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8892A_Race_5.contig.tblastn	1	0
TIR-proteins.versus.WHRI_8903A_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8908_Race_5.contig.tblastn	1	0
TIR-proteins.versus.WHRI_8909A_Race_5.contig.tblastn	1	0
TIR-proteins.versus.WHRI_8934A_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8952A_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8959A_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8964_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8966_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8968_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8975A_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8978_Race_4.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8979_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8980_Race_5.contig.tblastn	0	0
TIR-proteins.versus.WHRI_8981_Race_5.contig.tblastn	0	0
TIR-proteins.versus.XRE1_Race_6.contig.tblastn	0	0
TIR-proteins.versus.XRE5_Race_6.contig.tblastn	0	0
TIR-proteins.versus.Xc211_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xc262_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xc321-1_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xc412_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xc452_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xc7_Race_5.contig.tblastn	0	0
TIR-proteins.versus.Xcr_CFBP_5828R.contig.tblastn	0	0
TIR-proteins.versus.Xcr_NCPPB_1946.contig.tblastn	0	0
